Adjusted for Inflation Flag,Format,Format (copy),Metric,Year,Year Date,Format Value # (Billion),Format Value # (Million),Number of Records,Value (Actual),Value (Actual) (copy),Year (copy)
,LP/EP,LP/EP,Value (Adjusted),1986,1986,$2.3B,,1,2292.982034672,"$2,293M",1986
,LP/EP,LP/EP,Value (Adjusted),1987,1987,$1.8B,,1,1784.872946303,"$1,785M",1987
,LP/EP,LP/EP,Value (Adjusted),1988,1988,$1.2B,,1,1150.132336433,"$1,150M",1988
,LP/EP,LP/EP,Value (Adjusted),1989,1989,,$454.2M,1,454.203525,$454M,1989
,LP/EP,LP/EP,Value (Adjusted),1990,1990,,$169.2M,1,169.199162204,$169M,1990
,LP/EP,LP/EP,Value (Adjusted),1991,1991,,$55.2M,1,55.185872247,$55M,1991
,LP/EP,LP/EP,Value (Adjusted),1992,1992,,$24.6M,1,24.59992516,$25M,1992
,LP/EP,LP/EP,Value (Adjusted),1993,1993,,$18.8M,1,18.754077509,$19M,1993
,LP/EP,LP/EP,Value (Adjusted),1994,1994,,$30.7M,1,30.706441296,$31M,1994
,LP/EP,LP/EP,Value (Adjusted),1995,1995,,$42.1M,1,42.106238189,$42M,1995
,LP/EP,LP/EP,Value (Adjusted),1996,1996,,$60.0M,1,59.962891013,$60M,1996
,LP/EP,LP/EP,Value (Adjusted),1997,1997,,$53.0M,1,53.042854206,$53M,1997
,LP/EP,LP/EP,Value (Adjusted),1998,1998,,$53.3M,1,53.327226994,$53M,1998
,LP/EP,LP/EP,Value (Adjusted),1999,1999,,$48.8M,1,48.79887515,$49M,1999
,LP/EP,LP/EP,Value (Adjusted),2000,2000,,$41.1M,1,41.124848432,$41M,2000
,LP/EP,LP/EP,Value (Adjusted),2001,2001,,$39.6M,1,39.5539345,$40M,2001
,LP/EP,LP/EP,Value (Adjusted),2002,2002,,$29.1M,1,29.132676487,$29M,2002
,LP/EP,LP/EP,Value (Adjusted),2003,2003,,$30.2M,1,30.150852717,$30M,2003
,LP/EP,LP/EP,Value (Adjusted),2004,2004,,$26.1M,1,26.120593436,$26M,2004
,LP/EP,LP/EP,Value (Adjusted),2005,2005,,$18.6M,1,18.58847619,$19M,2005
,LP/EP,LP/EP,Value (Adjusted),2006,2006,,$19.9M,1,19.909796131,$20M,2006
,LP/EP,LP/EP,Value (Adjusted),2007,2007,,$28.2M,1,28.24189725,$28M,2007
,LP/EP,LP/EP,Value (Adjusted),2008,2008,,$67.3M,1,67.327217456,$67M,2008
,LP/EP,LP/EP,Value (Adjusted),2009,2009,,$76.0M,1,76.028454765,$76M,2009
,LP/EP,LP/EP,Value (Adjusted),2010,2010,,$104.2M,1,104.229680908,$104M,2010
,LP/EP,LP/EP,Value (Adjusted),2011,2011,,$135.7M,1,135.705439252,$136M,2011
,LP/EP,LP/EP,Value (Adjusted),2012,2012,,$179.0M,1,178.967982236,$179M,2012
,LP/EP,LP/EP,Value (Adjusted),2013,2013,,$231.3M,1,231.274070194,$231M,2013
,LP/EP,LP/EP,Value (Adjusted),2014,2014,,$263.3M,1,263.336179145,$263M,2014
,LP/EP,LP/EP,Value (Adjusted),2015,2015,,$359.6M,1,359.598162864,$360M,2015
,LP/EP,LP/EP,Value (Adjusted),2016,2016,,$378.6M,1,378.607270991,$379M,2016
,LP/EP,LP/EP,Value (Adjusted),2017,2017,,$405.2M,1,405.212077272,$405M,2017
,LP/EP,LP/EP,Value (Adjusted),2018,2018,,$426.8M,1,426.820186646,$427M,2018
,LP/EP,LP/EP,Value (Adjusted),2019,2019,,$497.6M,1,497.588920842,$498M,2019
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1973,1973,,,1,,,1973
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1974,1974,,,1,,,1974
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1975,1975,,,1,,,1975
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1976,1976,,,1,,,1976
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1977,1977,,,1,,,1977
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1978,1978,,,1,,,1978
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1979,1979,,,1,,,1979
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1980,1980,,,1,,,1980
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1981,1981,,,1,,,1981
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1982,1982,,,1,,,1982
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1983,1983,,,1,,,1983
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1984,1984,,,1,,,1984
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1985,1985,,,1,,,1985
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1986,1986,,,1,,,1986
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1987,1987,,,1,,,1987
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1988,1988,,,1,,,1988
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1989,1989,,,1,,,1989
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1990,1990,,,1,,,1990
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1991,1991,,,1,,,1991
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1992,1992,,,1,,,1992
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1993,1993,,,1,,,1993
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1994,1994,,,1,,,1994
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1995,1995,,,1,,,1995
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1996,1996,,,1,,,1996
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1997,1997,,,1,,,1997
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1998,1998,,,1,,,1998
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1999,1999,,,1,,,1999
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2000,2000,,,1,,,2000
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2001,2001,,,1,,,2001
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2002,2002,,,1,,,2002
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2003,2003,,,1,,,2003
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2004,2004,,,1,,,2004
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2005,2005,,,1,,,2005
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2006,2006,,,1,,,2006
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2007,2007,,,1,,,2007
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2008,2008,,,1,,,2008
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2009,2009,,,1,,,2009
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2010,2010,,,1,,,2010
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2011,2011,,,1,,,2011
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2012,2012,,,1,,,2012
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2013,2013,,,1,,,2013
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2014,2014,,,1,,,2014
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2015,2015,,,1,,,2015
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2016,2016,,$280.5M,1,280.536691286,$281M,2016
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2017,2017,,$617.0M,1,617.032317981,$617M,2017
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2018,2018,,$760.6M,1,760.591366006,$761M,2018
,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),2019,2019,,$829.5M,1,829.498739675,$829M,2019
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1973,1973,,,1,,,1973
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1974,1974,,,1,,,1974
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1975,1975,,,1,,,1975
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1976,1976,,,1,,,1976
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1977,1977,,,1,,,1977
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1978,1978,,,1,,,1978
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1979,1979,,,1,,,1979
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1980,1980,,,1,,,1980
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1981,1981,,,1,,,1981
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1982,1982,,,1,,,1982
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1983,1983,,,1,,,1983
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1984,1984,,,1,,,1984
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1985,1985,,,1,,,1985
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1986,1986,,,1,,,1986
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1987,1987,,,1,,,1987
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1988,1988,,,1,,,1988
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1989,1989,,$237.9M,1,237.92595,$238M,1989
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1990,1990,,$337.0M,1,337.029082632,$337M,1990
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1991,1991,,$221.7M,1,221.682024229,$222M,1991
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1992,1992,,$286.8M,1,286.816905203,$287M,1992
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1993,1993,,$377.4M,1,377.381578547,$377M,1993
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1994,1994,,$398.7M,1,398.666212551,$399M,1994
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1995,1995,,$369.6M,1,369.561923228,$370M,1995
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1996,1996,,$384.7M,1,384.70756979,$385M,1996
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1997,1997,,$515.9M,1,515.933347664,$516M,1997
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1998,1998,,$796.8M,1,796.771509202,$797M,1998
,Music Video (Physical),Music Video (Physical),Value (Adjusted),1999,1999,,$578.1M,1,578.067178271,$578M,1999
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2000,2000,,$418.5M,1,418.523277003,$419M,2000
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2001,2001,,$475.2M,1,475.224643704,$475M,2001
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2002,2002,,$409.8M,1,409.847019455,$410M,2002
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2003,2003,,$555.6M,1,555.637142935,$556M,2003
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2004,2004,,$821.8M,1,821.783644256,$822M,2004
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2005,2005,,$788.3M,1,788.30847619,$788M,2005
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2006,2006,,$572.1M,1,572.057900298,$572M,2006
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2007,2007,,$598.0M,1,598.012924747,$598M,2007
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2008,2008,,$269.9M,1,269.902584265,$270M,2008
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2009,2009,,$249.8M,1,249.77373227,$250M,2009
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2010,2010,,$208.2M,1,208.224874344,$208M,2010
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2011,2011,,$171.6M,1,171.620781634,$172M,2011
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2012,2012,,$129.9M,1,129.85137719,$130M,2012
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2013,2013,,$116.6M,1,116.639672376,$117M,2013
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2014,2014,,$96.9M,1,96.875251056,$97M,2014
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2015,2015,,$76.0M,1,75.973614493,$76M,2015
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2016,2016,,$60.6M,1,60.634642175,$61M,2016
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2017,2017,,$40.3M,1,40.279585351,$40M,2017
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2018,2018,,$28.1M,1,28.060663877,$28M,2018
,Music Video (Physical),Music Video (Physical),Value (Adjusted),2019,2019,,$27.7M,1,27.705246783,$28M,2019
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1973,1973,,,1,,,1973
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1974,1974,,,1,,,1974
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1975,1975,,,1,,,1975
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1976,1976,,,1,,,1976
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1977,1977,,,1,,,1977
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1978,1978,,,1,,,1978
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1979,1979,,,1,,,1979
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1980,1980,,,1,,,1980
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1981,1981,,,1,,,1981
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1982,1982,,,1,,,1982
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1983,1983,,,1,,,1983
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1984,1984,,,1,,,1984
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1985,1985,,,1,,,1985
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1986,1986,,,1,,,1986
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1987,1987,,,1,,,1987
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1988,1988,,,1,,,1988
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1989,1989,,,1,,,1989
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1990,1990,,,1,,,1990
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1991,1991,,,1,,,1991
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1992,1992,,,1,,,1992
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1993,1993,,,1,,,1993
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1994,1994,,,1,,,1994
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1995,1995,,,1,,,1995
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1996,1996,,,1,,,1996
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1997,1997,,,1,,,1997
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1998,1998,,,1,,,1998
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1999,1999,,,1,,,1999
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2000,2000,,,1,,,2000
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2001,2001,,,1,,,2001
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2002,2002,,,1,,,2002
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2003,2003,,,1,,,2003
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2004,2004,,,1,,,2004
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2005,2005,,,1,,,2005
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2006,2006,,,1,,,2006
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2007,2007,,,1,,,2007
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2008,2008,,,1,,,2008
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2009,2009,,,1,,,2009
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2010,2010,,,1,,,2010
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2011,2011,,$129.3M,1,129.340695033,$129M,2011
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2012,2012,,$190.3M,1,190.339615647,$190M,2012
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2013,2013,,$242.4M,1,242.396097837,$242M,2013
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2014,2014,,$306.5M,1,306.475448007,$306M,2014
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2015,2015,,$401.2M,1,401.245264147,$401M,2015
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2016,2016,,$521.3M,1,521.288175026,$521M,2016
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2017,2017,,$686.9M,1,686.918081261,$687M,2017
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2018,2018,,$773.3M,1,773.294916688,$773M,2018
,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),2019,2019,,$908.1M,1,908.149330523,$908M,2019
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1973,1973,,,1,,,1973
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1974,1974,,,1,,,1974
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1975,1975,,,1,,,1975
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1976,1976,,,1,,,1976
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1977,1977,,,1,,,1977
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1978,1978,,,1,,,1978
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1979,1979,,,1,,,1979
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1980,1980,,,1,,,1980
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1981,1981,,,1,,,1981
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1982,1982,,,1,,,1982
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1983,1983,,,1,,,1983
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1984,1984,,,1,,,1984
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1985,1985,,,1,,,1985
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1986,1986,,,1,,,1986
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1987,1987,,,1,,,1987
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1988,1988,,,1,,,1988
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1989,1989,,,1,,,1989
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1990,1990,,,1,,,1990
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1991,1991,,,1,,,1991
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1992,1992,,,1,,,1992
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1993,1993,,,1,,,1993
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1994,1994,,,1,,,1994
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1995,1995,,,1,,,1995
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1996,1996,,,1,,,1996
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1997,1997,,,1,,,1997
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1998,1998,,,1,,,1998
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1999,1999,,,1,,,1999
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2000,2000,,,1,,,2000
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2001,2001,,,1,,,2001
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2002,2002,,,1,,,2002
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2003,2003,,,1,,,2003
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2004,2004,,,1,,,2004
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2005,2005,,,1,,,2005
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2006,2006,,,1,,,2006
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2007,2007,,,1,,,2007
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2008,2008,,,1,,,2008
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2009,2009,,,1,,,2009
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2010,2010,,,1,,,2010
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2011,2011,,,1,,,2011
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2012,2012,,,1,,,2012
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2013,2013,,,1,,,2013
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2014,2014,,,1,,,2014
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2015,2015,,,1,,,2015
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2016,2016,,$86.6M,1,86.559596683,$87M,2016
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2017,2017,,$273.0M,1,273.040319024,$273M,2017
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2018,2018,,$256.0M,1,255.967443871,$256M,2018
,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),2019,2019,,$251.1M,1,251.064710118,$251M,2019
,Other Digital,Other Digital,Value (Adjusted),1973,1973,,,1,,,1973
,Other Digital,Other Digital,Value (Adjusted),1974,1974,,,1,,,1974
,Other Digital,Other Digital,Value (Adjusted),1975,1975,,,1,,,1975
,Other Digital,Other Digital,Value (Adjusted),1976,1976,,,1,,,1976
,Other Digital,Other Digital,Value (Adjusted),1977,1977,,,1,,,1977
,Other Digital,Other Digital,Value (Adjusted),1978,1978,,,1,,,1978
,Other Digital,Other Digital,Value (Adjusted),1979,1979,,,1,,,1979
,Other Digital,Other Digital,Value (Adjusted),1980,1980,,,1,,,1980
,Other Digital,Other Digital,Value (Adjusted),1981,1981,,,1,,,1981
,Other Digital,Other Digital,Value (Adjusted),1982,1982,,,1,,,1982
,Other Digital,Other Digital,Value (Adjusted),1983,1983,,,1,,,1983
,Other Digital,Other Digital,Value (Adjusted),1984,1984,,,1,,,1984
,Other Digital,Other Digital,Value (Adjusted),1985,1985,,,1,,,1985
,Other Digital,Other Digital,Value (Adjusted),1986,1986,,,1,,,1986
,Other Digital,Other Digital,Value (Adjusted),1987,1987,,,1,,,1987
,Other Digital,Other Digital,Value (Adjusted),1988,1988,,,1,,,1988
,Other Digital,Other Digital,Value (Adjusted),1989,1989,,,1,,,1989
,Other Digital,Other Digital,Value (Adjusted),1990,1990,,,1,,,1990
,Other Digital,Other Digital,Value (Adjusted),1991,1991,,,1,,,1991
,Other Digital,Other Digital,Value (Adjusted),1992,1992,,,1,,,1992
,Other Digital,Other Digital,Value (Adjusted),1993,1993,,,1,,,1993
,Other Digital,Other Digital,Value (Adjusted),1994,1994,,,1,,,1994
,Other Digital,Other Digital,Value (Adjusted),1995,1995,,,1,,,1995
,Other Digital,Other Digital,Value (Adjusted),1996,1996,,,1,,,1996
,Other Digital,Other Digital,Value (Adjusted),1997,1997,,,1,,,1997
,Other Digital,Other Digital,Value (Adjusted),1998,1998,,,1,,,1998
,Other Digital,Other Digital,Value (Adjusted),1999,1999,,,1,,,1999
,Other Digital,Other Digital,Value (Adjusted),2000,2000,,,1,,,2000
,Other Digital,Other Digital,Value (Adjusted),2001,2001,,,1,,,2001
,Other Digital,Other Digital,Value (Adjusted),2002,2002,,,1,,,2002
,Other Digital,Other Digital,Value (Adjusted),2003,2003,,,1,,,2003
,Other Digital,Other Digital,Value (Adjusted),2004,2004,,,1,,,2004
,Other Digital,Other Digital,Value (Adjusted),2005,2005,,,1,,,2005
,Other Digital,Other Digital,Value (Adjusted),2006,2006,,,1,,,2006
,Other Digital,Other Digital,Value (Adjusted),2007,2007,,,1,,,2007
,Other Digital,Other Digital,Value (Adjusted),2008,2008,,,1,,,2008
,Other Digital,Other Digital,Value (Adjusted),2009,2009,,,1,,,2009
,Other Digital,Other Digital,Value (Adjusted),2010,2010,,,1,,,2010
,Other Digital,Other Digital,Value (Adjusted),2011,2011,,,1,,,2011
,Other Digital,Other Digital,Value (Adjusted),2012,2012,,,1,,,2012
,Other Digital,Other Digital,Value (Adjusted),2013,2013,,,1,,,2013
,Other Digital,Other Digital,Value (Adjusted),2014,2014,,,1,,,2014
,Other Digital,Other Digital,Value (Adjusted),2015,2015,,,1,,,2015
,Other Digital,Other Digital,Value (Adjusted),2016,2016,,$18.3M,1,18.259409536,$18M,2016
,Other Digital,Other Digital,Value (Adjusted),2017,2017,,$17.6M,1,17.610951916,$18M,2017
