Adjusted for Inflation Flag,Format,Format (copy),Metric,Year,Year Date,Format Value # (Billion),Format Value # (Million),Number of Records,Value (Actual),Value (Actual) (copy),Year (copy)
,CD Single,CD Single,Value (Adjusted),2007,2007,,$15.0M,1,15.045901592,$15M,2007
,CD Single,CD Single,Value (Adjusted),2008,2008,,$4.2M,1,4.156001078,$4M,2008
,CD Single,CD Single,Value (Adjusted),2009,2009,,$3.7M,1,3.694172567,$4M,2009
,CD Single,CD Single,Value (Adjusted),2010,2010,,$3.4M,1,3.400068331,$3M,2010
,CD Single,CD Single,Value (Adjusted),2011,2011,,$4.0M,1,3.977965137,$4M,2011
,CD Single,CD Single,Value (Adjusted),2012,2012,,$3.6M,1,3.59119832,$4M,2012
,CD Single,CD Single,Value (Adjusted),2013,2013,,$2.7M,1,2.684056894,$3M,2013
,CD Single,CD Single,Value (Adjusted),2014,2014,,$3.9M,1,3.905023683,$4M,2014
,CD Single,CD Single,Value (Adjusted),2015,2015,,$1.3M,1,1.291079457,$1M,2015
,CD Single,CD Single,Value (Adjusted),2016,2016,,$0.3M,1,0.280361354,$0M,2016
,CD Single,CD Single,Value (Adjusted),2017,2017,,$1.5M,1,1.542258972,$2M,2017
,CD Single,CD Single,Value (Adjusted),2018,2018,,$0.2M,1,0.157981482,$0M,2018
,CD Single,CD Single,Value (Adjusted),2019,2019,,$0.2M,1,0.181678878,$0M,2019
,Cassette,Cassette,Value (Adjusted),1973,1973,,$437.6M,1,437.611081081,$438M,1973
,Cassette,Cassette,Value (Adjusted),1974,1974,,$452.2M,1,452.196559838,$452M,1974
,Cassette,Cassette,Value (Adjusted),1975,1975,,$469.5M,1,469.496498141,$469M,1975
,Cassette,Cassette,Value (Adjusted),1976,1976,,$654.6M,1,654.643671353,$655M,1976
,Cassette,Cassette,Value (Adjusted),1977,1977,$1.1B,,1,1053.003089109,"$1,053M",1977
,Cassette,Cassette,Value (Adjusted),1978,1978,$1.8B,,1,1763.719610429,"$1,764M",1978
,Cassette,Cassette,Value (Adjusted),1979,1979,$2.0B,,1,2044.551710744,"$2,045M",1979
,Cassette,Cassette,Value (Adjusted),1980,1980,$2.2B,,1,2187.356614078,"$2,187M",1980
,Cassette,Cassette,Value (Adjusted),1981,1981,$3.0B,,1,2989.133768977,"$2,989M",1981
,Cassette,Cassette,Value (Adjusted),1982,1982,$3.7B,,1,3667.949393782,"$3,668M",1982
,Cassette,Cassette,Value (Adjusted),1983,1983,$4.6B,,1,4648.285756024,"$4,648M",1983
,Cassette,Cassette,Value (Adjusted),1984,1984,$5.9B,,1,5865.839483157,"$5,866M",1984
,Cassette,Cassette,Value (Adjusted),1985,1985,$5.7B,,1,5729.710552974,"$5,730M",1985
,Cassette,Cassette,Value (Adjusted),1986,1986,$5.8B,,1,5830.425834854,"$5,830M",1986
,Cassette,Cassette,Value (Adjusted),1987,1987,$6.7B,,1,6660.810060739,"$6,661M",1987
,Cassette,Cassette,Value (Adjusted),1988,1988,$7.3B,,1,7315.507275571,"$7,316M",1988
,Cassette,Cassette,Value (Adjusted),1989,1989,$6.9B,,1,6898.20315,"$6,898M",1989
,Cassette,Cassette,Value (Adjusted),1990,1990,$6.8B,,1,6792.221628156,"$6,792M",1990
,Cassette,Cassette,Value (Adjusted),1991,1991,$5.7B,,1,5668.002035242,"$5,668M",1991
,Cassette,Cassette,Value (Adjusted),1992,1992,$5.7B,,1,5678.573835353,"$5,679M",1992
,Cassette,Cassette,Value (Adjusted),1993,1993,$5.2B,,1,5158.786716955,"$5,159M",1993
,Cassette,Cassette,Value (Adjusted),1994,1994,$5.1B,,1,5134.531004049,"$5,135M",1994
,Cassette,Cassette,Value (Adjusted),1995,1995,$3.9B,,1,3864.379692913,"$3,864M",1995
,Cassette,Cassette,Value (Adjusted),1996,1996,$3.1B,,1,3104.54609369,"$3,105M",1996
,Cassette,Cassette,Value (Adjusted),1997,1997,$2.4B,,1,2425.476099065,"$2,425M",1997
,Cassette,Cassette,Value (Adjusted),1998,1998,$2.2B,,1,2227.039106135,"$2,227M",1998
,Cassette,Cassette,Value (Adjusted),1999,1999,$1.6B,,1,1629.084460984,"$1,629M",1999
,Cassette,Cassette,Value (Adjusted),2000,2000,,$929.4M,1,929.391881533,$929M,2000
,Cassette,Cassette,Value (Adjusted),2001,2001,,$524.6M,1,524.594883117,$525M,2001
,Cassette,Cassette,Value (Adjusted),2002,2002,,$298.1M,1,298.148074486,$298M,2002
,Cassette,Cassette,Value (Adjusted),2003,2003,,$150.2M,1,150.1984875,$150M,2003
,Cassette,Cassette,Value (Adjusted),2004,2004,,$32.1M,1,32.07554738,$32M,2004
,Cassette,Cassette,Value (Adjusted),2005,2005,,$17.1M,1,17.14852381,$17M,2005
,Cassette,Cassette,Value (Adjusted),2006,2006,,$4.7M,1,4.69211756,$5M,2006
,Cassette,Cassette,Value (Adjusted),2007,2007,,$3.7M,1,3.699811867,$4M,2007
,Cassette,Cassette,Value (Adjusted),2008,2008,,$1.1M,1,1.068685991,$1M,2008
,Cassette,Cassette,Value (Adjusted),2009,2009,,,1,,,2009
,Cassette,Cassette,Value (Adjusted),2010,2010,,,1,,,2010
,Cassette,Cassette,Value (Adjusted),2011,2011,,,1,,,2011
,Cassette,Cassette,Value (Adjusted),2012,2012,,,1,,,2012
,Cassette,Cassette,Value (Adjusted),2013,2013,,,1,,,2013
,Cassette,Cassette,Value (Adjusted),2014,2014,,,1,,,2014
,Cassette,Cassette,Value (Adjusted),2015,2015,,,1,,,2015
,Cassette,Cassette,Value (Adjusted),2016,2016,,,1,,,2016
,Cassette,Cassette,Value (Adjusted),2017,2017,,,1,,,2017
,Cassette,Cassette,Value (Adjusted),2018,2018,,,1,,,2018
,Cassette,Cassette,Value (Adjusted),2019,2019,,,1,,,2019
,Cassette Single,Cassette Single,Value (Adjusted),1973,1973,,,1,,,1973
,Cassette Single,Cassette Single,Value (Adjusted),1974,1974,,,1,,,1974
,Cassette Single,Cassette Single,Value (Adjusted),1975,1975,,,1,,,1975
,Cassette Single,Cassette Single,Value (Adjusted),1976,1976,,,1,,,1976
,Cassette Single,Cassette Single,Value (Adjusted),1977,1977,,,1,,,1977
,Cassette Single,Cassette Single,Value (Adjusted),1978,1978,,,1,,,1978
,Cassette Single,Cassette Single,Value (Adjusted),1979,1979,,,1,,,1979
,Cassette Single,Cassette Single,Value (Adjusted),1980,1980,,,1,,,1980
,Cassette Single,Cassette Single,Value (Adjusted),1981,1981,,,1,,,1981
,Cassette Single,Cassette Single,Value (Adjusted),1982,1982,,,1,,,1982
,Cassette Single,Cassette Single,Value (Adjusted),1983,1983,,,1,,,1983
,Cassette Single,Cassette Single,Value (Adjusted),1984,1984,,,1,,,1984
,Cassette Single,Cassette Single,Value (Adjusted),1985,1985,,,1,,,1985
,Cassette Single,Cassette Single,Value (Adjusted),1986,1986,,,1,,,1986
,Cassette Single,Cassette Single,Value (Adjusted),1987,1987,,$32.2M,1,32.182175176,$32M,1987
,Cassette Single,Cassette Single,Value (Adjusted),1988,1988,,$123.8M,1,123.830482671,$124M,1988
,Cassette Single,Cassette Single,Value (Adjusted),1989,1989,,$401.2M,1,401.21655,$401M,1989
,Cassette Single,Cassette Single,Value (Adjusted),1990,1990,,$504.5M,1,504.467791125,$504M,1990
,Cassette Single,Cassette Single,Value (Adjusted),1991,1991,,$432.5M,1,432.477039648,$432M,1991
,Cassette Single,Cassette Single,Value (Adjusted),1992,1992,,$544.5M,1,544.47834355,$544M,1992
,Cassette Single,Cassette Single,Value (Adjusted),1993,1993,,$528.1M,1,528.121899654,$528M,1993
,Cassette Single,Cassette Single,Value (Adjusted),1994,1994,,$474.2M,1,474.224759109,$474M,1994
,Cassette Single,Cassette Single,Value (Adjusted),1995,1995,,$396.4M,1,396.40255315,$396M,1995
,Cassette Single,Cassette Single,Value (Adjusted),1996,1996,,$308.5M,1,308.450414914,$308M,1996
,Cassette Single,Cassette Single,Value (Adjusted),1997,1997,,$212.6M,1,212.649280374,$213M,1997
,Cassette Single,Cassette Single,Value (Adjusted),1998,1998,,$148.1M,1,148.061477301,$148M,1998
,Cassette Single,Cassette Single,Value (Adjusted),1999,1999,,$73.7M,1,73.658679472,$74M,1999
,Cassette Single,Cassette Single,Value (Adjusted),2000,2000,,$6.8M,1,6.829397213,$7M,2000
,Cassette Single,Cassette Single,Value (Adjusted),2001,2001,,-$7.7M,1,-7.650943535,($8M),2001
,Cassette Single,Cassette Single,Value (Adjusted),2002,2002,,-$2.3M,1,-2.273769872,($2M),2002
,Cassette Single,Cassette Single,Value (Adjusted),2003,2003,,,1,,,2003
,Cassette Single,Cassette Single,Value (Adjusted),2004,2004,,,1,,,2004
,Cassette Single,Cassette Single,Value (Adjusted),2005,2005,,,1,,,2005
,Cassette Single,Cassette Single,Value (Adjusted),2006,2006,,,1,,,2006
,Cassette Single,Cassette Single,Value (Adjusted),2007,2007,,,1,,,2007
,Cassette Single,Cassette Single,Value (Adjusted),2008,2008,,,1,,,2008
,Cassette Single,Cassette Single,Value (Adjusted),2009,2009,,,1,,,2009
,Cassette Single,Cassette Single,Value (Adjusted),2010,2010,,,1,,,2010
,Cassette Single,Cassette Single,Value (Adjusted),2011,2011,,,1,,,2011
,Cassette Single,Cassette Single,Value (Adjusted),2012,2012,,,1,,,2012
,Cassette Single,Cassette Single,Value (Adjusted),2013,2013,,,1,,,2013
,Cassette Single,Cassette Single,Value (Adjusted),2014,2014,,,1,,,2014
,Cassette Single,Cassette Single,Value (Adjusted),2015,2015,,,1,,,2015
,Cassette Single,Cassette Single,Value (Adjusted),2016,2016,,,1,,,2016
,Cassette Single,Cassette Single,Value (Adjusted),2017,2017,,,1,,,2017
,Cassette Single,Cassette Single,Value (Adjusted),2018,2018,,,1,,,2018
,Cassette Single,Cassette Single,Value (Adjusted),2019,2019,,,1,,,2019
,DVD Audio,DVD Audio,Value (Adjusted),1973,1973,,,1,,,1973
,DVD Audio,DVD Audio,Value (Adjusted),1974,1974,,,1,,,1974
,DVD Audio,DVD Audio,Value (Adjusted),1975,1975,,,1,,,1975
,DVD Audio,DVD Audio,Value (Adjusted),1976,1976,,,1,,,1976
,DVD Audio,DVD Audio,Value (Adjusted),1977,1977,,,1,,,1977
,DVD Audio,DVD Audio,Value (Adjusted),1978,1978,,,1,,,1978
,DVD Audio,DVD Audio,Value (Adjusted),1979,1979,,,1,,,1979
,DVD Audio,DVD Audio,Value (Adjusted),1980,1980,,,1,,,1980
,DVD Audio,DVD Audio,Value (Adjusted),1981,1981,,,1,,,1981
,DVD Audio,DVD Audio,Value (Adjusted),1982,1982,,,1,,,1982
,DVD Audio,DVD Audio,Value (Adjusted),1983,1983,,,1,,,1983
,DVD Audio,DVD Audio,Value (Adjusted),1984,1984,,,1,,,1984
,DVD Audio,DVD Audio,Value (Adjusted),1985,1985,,,1,,,1985
,DVD Audio,DVD Audio,Value (Adjusted),1986,1986,,,1,,,1986
,DVD Audio,DVD Audio,Value (Adjusted),1987,1987,,,1,,,1987
,DVD Audio,DVD Audio,Value (Adjusted),1988,1988,,,1,,,1988
,DVD Audio,DVD Audio,Value (Adjusted),1989,1989,,,1,,,1989
,DVD Audio,DVD Audio,Value (Adjusted),1990,1990,,,1,,,1990
,DVD Audio,DVD Audio,Value (Adjusted),1991,1991,,,1,,,1991
,DVD Audio,DVD Audio,Value (Adjusted),1992,1992,,,1,,,1992
,DVD Audio,DVD Audio,Value (Adjusted),1993,1993,,,1,,,1993
,DVD Audio,DVD Audio,Value (Adjusted),1994,1994,,,1,,,1994
,DVD Audio,DVD Audio,Value (Adjusted),1995,1995,,,1,,,1995
,DVD Audio,DVD Audio,Value (Adjusted),1996,1996,,,1,,,1996
,DVD Audio,DVD Audio,Value (Adjusted),1997,1997,,,1,,,1997
,DVD Audio,DVD Audio,Value (Adjusted),1998,1998,,,1,,,1998
,DVD Audio,DVD Audio,Value (Adjusted),1999,1999,,,1,,,1999
,DVD Audio,DVD Audio,Value (Adjusted),2000,2000,,,1,,,2000
,DVD Audio,DVD Audio,Value (Adjusted),2001,2001,,$8.7M,1,8.661445511,$9M,2001
,DVD Audio,DVD Audio,Value (Adjusted),2002,2002,,$12.1M,1,12.079402446,$12M,2002
,DVD Audio,DVD Audio,Value (Adjusted),2003,2003,,$11.1M,1,11.115521739,$11M,2003
,DVD Audio,DVD Audio,Value (Adjusted),2004,2004,,$8.8M,1,8.797091053,$9M,2004
,DVD Audio,DVD Audio,Value (Adjusted),2005,2005,,$14.7M,1,14.661333333,$15M,2005
,DVD Audio,DVD Audio,Value (Adjusted),2006,2006,,$3.0M,1,3.043535714,$3M,2006
,DVD Audio,DVD Audio,Value (Adjusted),2007,2007,,$3.5M,1,3.453157742,$3M,2007
,DVD Audio,DVD Audio,Value (Adjusted),2008,2008,,$1.4M,1,1.424914655,$1M,2008
,DVD Audio,DVD Audio,Value (Adjusted),2009,2009,,$1.9M,1,1.906669712,$2M,2009
,DVD Audio,DVD Audio,Value (Adjusted),2010,2010,,$1.1M,1,1.05519362,$1M,2010
,DVD Audio,DVD Audio,Value (Adjusted),2011,2011,,$0.3M,1,0.34096844,$0M,2011
,DVD Audio,DVD Audio,Value (Adjusted),2012,2012,,$0.2M,1,0.20389289,$0M,2012
,DVD Audio,DVD Audio,Value (Adjusted),2013,2013,,-$0.5M,1,-0.544116778,($1M),2013
,DVD Audio,DVD Audio,Value (Adjusted),2014,2014,,$2.3M,1,2.310456232,$2M,2014
,DVD Audio,DVD Audio,Value (Adjusted),2015,2015,,$5.8M,1,5.842187676,$6M,2015
,DVD Audio,DVD Audio,Value (Adjusted),2016,2016,,$3.0M,1,3.020431045,$3M,2016
,DVD Audio,DVD Audio,Value (Adjusted),2017,2017,,$2.7M,1,2.718901189,$3M,2017
,DVD Audio,DVD Audio,Value (Adjusted),2018,2018,,$3.4M,1,3.377493968,$3M,2018
,DVD Audio,DVD Audio,Value (Adjusted),2019,2019,,$1.1M,1,1.067303184,$1M,2019
,Download Album,Download Album,Value (Adjusted),1973,1973,,,1,,,1973
,Download Album,Download Album,Value (Adjusted),1974,1974,,,1,,,1974
,Download Album,Download Album,Value (Adjusted),1975,1975,,,1,,,1975
,Download Album,Download Album,Value (Adjusted),1976,1976,,,1,,,1976
,Download Album,Download Album,Value (Adjusted),1977,1977,,,1,,,1977
,Download Album,Download Album,Value (Adjusted),1978,1978,,,1,,,1978
,Download Album,Download Album,Value (Adjusted),1979,1979,,,1,,,1979
,Download Album,Download Album,Value (Adjusted),1980,1980,,,1,,,1980
,Download Album,Download Album,Value (Adjusted),1981,1981,,,1,,,1981
,Download Album,Download Album,Value (Adjusted),1982,1982,,,1,,,1982
,Download Album,Download Album,Value (Adjusted),1983,1983,,,1,,,1983
,Download Album,Download Album,Value (Adjusted),1984,1984,,,1,,,1984
,Download Album,Download Album,Value (Adjusted),1985,1985,,,1,,,1985
,Download Album,Download Album,Value (Adjusted),1986,1986,,,1,,,1986
,Download Album,Download Album,Value (Adjusted),1987,1987,,,1,,,1987
,Download Album,Download Album,Value (Adjusted),1988,1988,,,1,,,1988
,Download Album,Download Album,Value (Adjusted),1989,1989,,,1,,,1989
,Download Album,Download Album,Value (Adjusted),1990,1990,,,1,,,1990
,Download Album,Download Album,Value (Adjusted),1991,1991,,,1,,,1991
,Download Album,Download Album,Value (Adjusted),1992,1992,,,1,,,1992
,Download Album,Download Album,Value (Adjusted),1993,1993,,,1,,,1993
,Download Album,Download Album,Value (Adjusted),1994,1994,,,1,,,1994
,Download Album,Download Album,Value (Adjusted),1995,1995,,,1,,,1995
,Download Album,Download Album,Value (Adjusted),1996,1996,,,1,,,1996
,Download Album,Download Album,Value (Adjusted),1997,1997,,,1,,,1997
,Download Album,Download Album,Value (Adjusted),1998,1998,,,1,,,1998
,Download Album,Download Album,Value (Adjusted),1999,1999,,,1,,,1999
,Download Album,Download Album,Value (Adjusted),2000,2000,,,1,,,2000
,Download Album,Download Album,Value (Adjusted),2001,2001,,,1,,,2001
,Download Album,Download Album,Value (Adjusted),2002,2002,,,1,,,2002
,Download Album,Download Album,Value (Adjusted),2003,2003,,,1,,,2003
,Download Album,Download Album,Value (Adjusted),2004,2004,,$61.6M,1,61.579637374,$62M,2004
,Download Album,Download Album,Value (Adjusted),2005,2005,,$177.6M,1,177.637761905,$178M,2005
,Download Album,Download Album,Value (Adjusted),2006,2006,,$349.9M,1,349.879793155,$350M,2006
,Download Album,Download Album,Value (Adjusted),2007,2007,,$613.4M,1,613.428807525,$613M,2007
,Download Album,Download Album,Value (Adjusted),2008,2008,,$754.4M,1,754.37356702,$754M,2008
,Download Album,Download Album,Value (Adjusted),2009,2009,,$887.0M,1,886.958916644,$887M,2009
,Download Album,Download Album,Value (Adjusted),2010,2010,$1.0B,,1,1022.834348975,"$1,023M",2010
,Download Album,Download Album,Value (Adjusted),2011,2011,$1.2B,,1,1217.030019694,"$1,217M",2011
,Download Album,Download Album,Value (Adjusted),2012,2012,$1.3B,,1,1341.590982606,"$1,342M",2012
,Download Album,Download Album,Value (Adjusted),2013,2013,$1.4B,,1,1352.2029528,"$1,352M",2013
,Download Album,Download Album,Value (Adjusted),2014,2014,$1.2B,,1,1207.24757771,"$1,207M",2014
,Download Album,Download Album,Value (Adjusted),2015,2015,$1.1B,,1,1148.145080643,"$1,148M",2015
,Download Album,Download Album,Value (Adjusted),2016,2016,,$925.2M,1,925.232200992,$925M,2016
,Download Album,Download Album,Value (Adjusted),2017,2017,,$697.2M,1,697.237618181,$697M,2017
,Download Album,Download Album,Value (Adjusted),2018,2018,,$508.7M,1,508.704388424,$509M,2018
,Download Album,Download Album,Value (Adjusted),2019,2019,,$394.5M,1,394.533006158,$395M,2019
,Download Music Video,Download Music Video,Value (Adjusted),1973,1973,,,1,,,1973
,Download Music Video,Download Music Video,Value (Adjusted),1974,1974,,,1,,,1974
,Download Music Video,Download Music Video,Value (Adjusted),1975,1975,,,1,,,1975
,Download Music Video,Download Music Video,Value (Adjusted),1976,1976,,,1,,,1976
,Download Music Video,Download Music Video,Value (Adjusted),1977,1977,,,1,,,1977
,Download Music Video,Download Music Video,Value (Adjusted),1978,1978,,,1,,,1978
,Download Music Video,Download Music Video,Value (Adjusted),1979,1979,,,1,,,1979
,Download Music Video,Download Music Video,Value (Adjusted),1980,1980,,,1,,,1980
,Download Music Video,Download Music Video,Value (Adjusted),1981,1981,,,1,,,1981
,Download Music Video,Download Music Video,Value (Adjusted),1982,1982,,,1,,,1982
,Download Music Video,Download Music Video,Value (Adjusted),1983,1983,,,1,,,1983
,Download Music Video,Download Music Video,Value (Adjusted),1984,1984,,,1,,,1984
,Download Music Video,Download Music Video,Value (Adjusted),1985,1985,,,1,,,1985
,Download Music Video,Download Music Video,Value (Adjusted),1986,1986,,,1,,,1986
,Download Music Video,Download Music Video,Value (Adjusted),1987,1987,,,1,,,1987
,Download Music Video,Download Music Video,Value (Adjusted),1988,1988,,,1,,,1988
,Download Music Video,Download Music Video,Value (Adjusted),1989,1989,,,1,,,1989
,Download Music Video,Download Music Video,Value (Adjusted),1990,1990,,,1,,,1990
,Download Music Video,Download Music Video,Value (Adjusted),1991,1991,,,1,,,1991
,Download Music Video,Download Music Video,Value (Adjusted),1992,1992,,,1,,,1992
,Download Music Video,Download Music Video,Value (Adjusted),1993,1993,,,1,,,1993
,Download Music Video,Download Music Video,Value (Adjusted),1994,1994,,,1,,,1994
,Download Music Video,Download Music Video,Value (Adjusted),1995,1995,,,1,,,1995
,Download Music Video,Download Music Video,Value (Adjusted),1996,1996,,,1,,,1996
,Download Music Video,Download Music Video,Value (Adjusted),1997,1997,,,1,,,1997
,Download Music Video,Download Music Video,Value (Adjusted),1998,1998,,,1,,,1998
,Download Music Video,Download Music Video,Value (Adjusted),1999,1999,,,1,,,1999
,Download Music Video,Download Music Video,Value (Adjusted),2000,2000,,,1,,,2000
,Download Music Video,Download Music Video,Value (Adjusted),2001,2001,,,1,,,2001
,Download Music Video,Download Music Video,Value (Adjusted),2002,2002,,,1,,,2002
,Download Music Video,Download Music Video,Value (Adjusted),2003,2003,,,1,,,2003
,Download Music Video,Download Music Video,Value (Adjusted),2004,2004,,,1,,,2004
,Download Music Video,Download Music Video,Value (Adjusted),2005,2005,,$4.8M,1,4.84347619,$5M,2005
,Download Music Video,Download Music Video,Value (Adjusted),2006,2006,,$25.0M,1,24.982355655,$25M,2006
,Download Music Video,Download Music Video,Value (Adjusted),2007,2007,,$34.8M,1,34.778231548,$35M,2007
,Download Music Video,Download Music Video,Value (Adjusted),2008,2008,,$49.0M,1,49.040812715,$49M,2008
,Download Music Video,Download Music Video,Value (Adjusted),2009,2009,,$48.7M,1,48.739244513,$49M,2009
,Download Music Video,Download Music Video,Value (Adjusted),2010,2010,,$42.9M,1,42.911207213,$43M,2010
,Download Music Video,Download Music Video,Value (Adjusted),2011,2011,,$36.8M,1,36.824591556,$37M,2011
,Download Music Video,Download Music Video,Value (Adjusted),2012,2012,,$23.2M,1,23.208206935,$23M,2012
,Download Music Video,Download Music Video,Value (Adjusted),2013,2013,,$18.4M,1,18.372074986,$18M,2013
,Download Music Video,Download Music Video,Value (Adjusted),2014,2014,,$14.7M,1,14.662197203,$15M,2014
,Download Music Video,Download Music Video,Value (Adjusted),2015,2015,,$6.9M,1,6.918875516,$7M,2015
,Download Music Video,Download Music Video,Value (Adjusted),2016,2016,,$4.5M,1,4.547792467,$5M,2016
,Download Music Video,Download Music Video,Value (Adjusted),2017,2017,,$2.9M,1,2.905533136,$3M,2017
,Download Music Video,Download Music Video,Value (Adjusted),2018,2018,,$2.3M,1,2.261051168,$2M,2018
,Download Music Video,Download Music Video,Value (Adjusted),2019,2019,,$1.9M,1,1.858910402,$2M,2019
,Download Single,Download Single,Value (Adjusted),1973,1973,,,1,,,1973
,Download Single,Download Single,Value (Adjusted),1974,1974,,,1,,,1974
,Download Single,Download Single,Value (Adjusted),1975,1975,,,1,,,1975
,Download Single,Download Single,Value (Adjusted),1976,1976,,,1,,,1976
,Download Single,Download Single,Value (Adjusted),1977,1977,,,1,,,1977
,Download Single,Download Single,Value (Adjusted),1978,1978,,,1,,,1978
,Download Single,Download Single,Value (Adjusted),1979,1979,,,1,,,1979
,Download Single,Download Single,Value (Adjusted),1980,1980,,,1,,,1980
,Download Single,Download Single,Value (Adjusted),1981,1981,,,1,,,1981
,Download Single,Download Single,Value (Adjusted),1982,1982,,,1,,,1982
,Download Single,Download Single,Value (Adjusted),1983,1983,,,1,,,1983
,Download Single,Download Single,Value (Adjusted),1984,1984,,,1,,,1984
,Download Single,Download Single,Value (Adjusted),1985,1985,,,1,,,1985
,Download Single,Download Single,Value (Adjusted),1986,1986,,,1,,,1986
,Download Single,Download Single,Value (Adjusted),1987,1987,,,1,,,1987
,Download Single,Download Single,Value (Adjusted),1988,1988,,,1,,,1988
,Download Single,Download Single,Value (Adjusted),1989,1989,,,1,,,1989
,Download Single,Download Single,Value (Adjusted),1990,1990,,,1,,,1990
,Download Single,Download Single,Value (Adjusted),1991,1991,,,1,,,1991
,Download Single,Download Single,Value (Adjusted),1992,1992,,,1,,,1992
,Download Single,Download Single,Value (Adjusted),1993,1993,,,1,,,1993
,Download Single,Download Single,Value (Adjusted),1994,1994,,,1,,,1994
,Download Single,Download Single,Value (Adjusted),1995,1995,,,1,,,1995
,Download Single,Download Single,Value (Adjusted),1996,1996,,,1,,,1996
,Download Single,Download Single,Value (Adjusted),1997,1997,,,1,,,1997
,Download Single,Download Single,Value (Adjusted),1998,1998,,,1,,,1998
,Download Single,Download Single,Value (Adjusted),1999,1999,,,1,,,1999
,Download Single,Download Single,Value (Adjusted),2000,2000,,,1,,,2000
,Download Single,Download Single,Value (Adjusted),2001,2001,,,1,,,2001
